AI,AREA_MN,CONTAG,DEM,ERF,BUA proportion,NDVI,PD,Population density,Road network density,Soil permeability,Green space ratio,Drainage network density
0.085199672,0.050192245,0.950937108,0.793687351,0.225102675,0.970732436,0.475343997,0.098632696,0.97919319,0.973968078,0.706654516,0.504899292,0.211251946
0.278176225,0.200855645,0.929785388,0.037921706,0.25365749,0.891827409,0.455552465,0.324084604,0.918595129,0.834887456,0.288375485,0.652966794,0.14209473
0.427367681,0.293271216,0.846584644,0.096950782,0.436193475,0.959142109,0.297784514,0.434295674,0.946885538,0.982139878,0.637090635,0.574305934,0.099844341
0.358220375,0.253479374,0.847228368,0.013516452,0.573682563,0.852789214,0.453342834,0.369952134,0.908110333,0.927889674,0.321362831,0.48693522,0.370469202
0.443445223,0.394652314,0.719830993,0.002478822,0.38110913,0.505047904,0.642650386,0.491729594,0.811684787,0.720958646,0.273808536,0.606967882,0.169223927
0.294538683,0.182324112,0.899814686,0.101503131,0.549142315,0.958277721,0.264071773,0.291896956,0.957420133,0.960125871,0.231026234,0.654327708,0.288859239
0.523373011,0.472655477,0.640116398,0.018871282,0.485018849,0.087985347,0.933938587,0.540660114,0.38485954,0.550597482,0.235356345,0.649700599,0.213920391
0.77602676,0.722785363,0.38834962,0.00134239,0.754445356,0.511728976,0.672801034,0.790533156,0.863978448,0.745272782,0.273469067,0.603157322,0.454080498
0.518384202,0.49081167,0.510657515,0.079157406,0.201405529,0.878347269,0.204792744,0.484540208,0.947266699,0.909011622,0.27076316,0.598802395,0.18478986
0.975760264,0.964096198,0.065413481,0.006043321,0.231033174,0.583300306,0.520165328,0.97738813,0.900020036,0.823182301,0.27179796,0.658682635,0.201690016
0.410423722,0.284822614,0.841072285,0.802040253,0.295183118,0.985398529,0.194204123,0.419933725,0.964244189,0.99296249,0.782084075,0.310016331,0.098732488
0.277065724,0.174142952,0.920167949,0.170895406,0.902898059,0.846424377,0.366814233,0.289497736,0.896666477,0.861540391,0.015157318,0.607512248,0.183455637
0.845141522,0.80985317,0.27231333,0.421994312,0.251836026,0.90542845,0.494224825,0.846538031,0.925545593,0.898217396,0.271656566,0.452912357,0.066711141
0.302773027,0.263243,0.846199746,0.016910689,0.230536493,0.947340149,0.58262272,0.38813625,0.902729144,0.943176236,0.172546866,0.546543277,0.12341561
0.32567568,0.252792399,0.908190745,0.95847932,0.318005358,0.978346304,0.309983333,0.362023971,0.97100069,0.987413343,1,0.417800762,0.229041583
0.862214124,0.841877048,0.237916609,0.00966431,0.544149959,0.757075698,0.459145717,0.872777401,0.917875267,0.926461708,0.319768034,0.447196516,0.184567489
0.655618052,0.529407893,0.604690307,0.580771809,0.335615087,0.978549581,0.205238686,0.659119003,0.96822728,0.980307556,0.090248372,0.496733805,0.33666889
0.200479262,0.123910515,0.938286641,0.171029895,0.673412919,0.857487984,0.346269673,0.206710994,0.866470664,0.920583964,0.058338113,0.399020142,0.299310652
0.585953719,0.50184785,0.615137589,0.002087882,0.641867976,0.434608633,0.99394074,0.600407873,0.790882475,0.636770601,0.411713822,0.557702776,0.423171003
0.944884237,0.93594635,0.10786585,0.014698883,0.48337214,0.811376223,0.337006537,0.951760693,0.880715506,0.949837304,0.386299074,0.321720196,0.158994885
1,1,0,0.010294535,0.284239217,0.67562476,0.305859239,1,0.929451853,0.940028226,0.27156049,0.623843223,0.178118746
0.928201554,0.904026647,0.157729386,0.057278876,0.297772323,0.708635646,0.320408216,0.933122159,0.864493935,0.921550428,0.283283719,0.435764834,0.12341561
0.66065844,0.592729652,0.472792359,0.645153454,0.259558745,0.976090448,0.218780453,0.639966885,0.974172118,0.974079594,0.273950274,0.547904192,0.141872359
0.325633004,0.266324324,0.844637911,0.093798719,0.280696722,0.966311761,0.350081765,0.413809848,0.912772546,0.984460022,0.320133124,0.366358193,0.063153213
0.206776294,0.163138569,0.8594651,0.06509656,0.510289423,0.697676924,0.552532716,0.214162833,0.856744721,0.80771937,0.135483614,0.470876429,0.32243718
0.570529522,0.480347506,0.60506804,0.480587534,0.111233568,0.955625607,0.50930109,0.570746184,0.972872785,0.966824542,0.271670822,0.511703865,0.029797643
0.433614054,0.33042567,0.747210622,0.006241785,0.677575086,0.509566761,0.64790486,0.459297721,0.829504414,0.778646436,0.360135,0.580293958,0.480987325
0.923068137,0.905456964,0.158755503,0.014960343,0.380652989,0.79708463,0.338601156,0.932567814,0.916001161,0.954601154,0.28799235,0.609417529,0.241049589
0.297633163,0.209197681,0.895307036,0.096941149,0.153976022,0.813823565,0.450263487,0.340711253,0.849974158,0.885281462,0.263483818,0.482308111,0.118078719
0.241270889,0.177802018,0.894344791,0.086425152,0.276986377,0.973314351,0.26032022,0.315828866,0.927312735,0.977101304,0.527033064,0.391126837,0.234378475
0.970976546,0.967348294,0.059124848,0.03054047,0.340641905,0.751220193,0.259231663,0.977929929,0.844378251,0.946528635,0.272059122,0.325258574,0.160106738
0.618598196,0.471511446,0.687968681,0.171911725,0.802196355,0.937710368,0.374114914,0.633379301,0.901255684,0.977457168,0.234071472,0.370985302,0.226150767
0.762432723,0.70636623,0.392950418,0.018586178,0.517739825,0.797371377,0.435808926,0.764800745,0.897795856,0.872400666,0.248260865,0.557702776,0.293306649
0.544650286,0.479706114,0.610979319,0.536544826,0.234703624,0.985769174,0.303733464,0.527275069,0.971634235,0.958133641,0.271656566,0.567773544,0.12319324
0.389758035,0.284402024,0.840919311,0.146049695,0.125308537,0.973759486,0.270989665,0.407026967,0.956979548,0.908329372,0.570022395,0.630919978,0.168334445
0.219384788,0.126744857,0.871409423,0.01474014,0.759366773,0.767581908,0.577380688,0.222825568,0.888653046,0.765708471,0.283698465,0.549265106,0.304202802
0.728382083,0.646953969,0.433590742,0.592904537,0.333038617,0.949728976,0.421830105,0.712417903,0.978447389,0.941804424,0.26853612,0.576211214,0.268401156
0,0,0.99599321,0.029183864,0.628378109,0.637711642,0.635775572,0,0.85698431,0.854902086,0.083617183,0.57866086,0.342895264
0.704049627,0.598952561,0.505091307,0.196500784,0.433689742,0.911234972,0.251618458,0.693583967,0.913463417,0.846924429,0.207114752,0.551714752,0.228596842
0.973843523,0.965859607,0.055201331,0.023624956,0.329819883,0.697295801,0.290019699,0.974362644,0.867111423,0.599930966,0.271656566,0.505443658,0.291527685
0.44371356,0.308354977,0.813511987,0.099754946,0.655884488,0.947991045,0.282095328,0.439440895,0.971185389,0.902313817,0.155967068,0.547087643,0.391149655
0.522010752,0.475143218,0.663807759,0.041101556,0.209103211,0.163643419,0.751539308,0.5408824,0.013673786,0.178866841,0.040518415,0.533478498,0.37914165
0.327412813,0.184155841,0.917137207,0.26433667,0.316718887,0.980101489,0.215429776,0.324087547,0.987384679,0.938741448,0.012665465,0.632553076,0.155881699
0.135758914,0.057954927,0.938252353,0.067511679,0.56809377,0.935059898,0.232617074,0.131174344,0.95309729,0.818289519,0.22802225,0.906641263,0.121191906
0.094629869,0.045104195,0.946457151,0.918651141,0.327051171,0.990419549,0.297445013,0.102680931,0.990380682,0.955689365,0.663628752,0.552531301,0.323993774
0.52068902,0.453203494,0.62541361,0.039668115,0.662704353,0.745487055,0.441656978,0.51468425,0.925956435,0.866350374,0.262104246,0.715024496,0.164331777
0.819940806,0.769479639,0.328846106,0.495456221,0.335320106,0.758729821,0.278325582,0.823588142,0.86291397,0.675332125,0.272825183,0.564779532,0.186124083
0.876282817,0.850088171,0.228412538,0.015343116,0.69076069,0.701928346,0.331366034,0.887678554,0.879951887,0.807750394,0.439674487,0.715024496,0.266622193
0.790924107,0.731203723,0.317376839,0.121625931,0.370268471,0.717776795,0.368025019,0.787060926,0.891296639,0.632179203,0.268889157,0.581927055,0.190126751
0.498692698,0.391339069,0.724133797,0.056072361,0.569182967,0.945913314,0.308451449,0.494422811,0.967061809,0.919069919,0.267165501,0.547632009,0.331109629
0.142824116,0.064493641,0.960299853,0.160996293,0.433389653,0.912826951,0.255725091,0.144928674,0.964362639,0.56487099,0.156633885,0.570767556,0.542583945
0.511923834,0.349113298,0.797574062,0.272082409,0.404701771,0.956912689,0.259056006,0.510841895,0.946213524,0.891581242,0.207354151,0.487751769,0.197020236
0.823624462,0.792851349,0.289755439,0.078762285,0.589472913,0.635480379,0.399420642,0.827915163,0.876205346,0.748772335,0.25460596,0.508709853,0.238381143
0.275190431,0.202725341,0.88326073,0.567877727,0.244850649,0.83280655,0.273798102,0.312497045,0.912566818,0.830942646,0.785602049,0.564507349,0.221703358
0.114010359,0.113748703,0.995699657,0.018511694,0.325822759,0.653109332,0.961497024,0.189762659,0.814347767,0.532733319,0.408983397,0.684540011,0.373360018
0.942207921,0.925452613,0.104156536,0.095048617,0.301533172,0.834705663,0.122899946,0.943058388,0.955285214,0.877247585,0.269243089,0.518236255,0.139203914
0.766609458,0.713676581,0.356500892,0.307761785,0.340385202,0.980078573,0,0.753188862,0.999876782,0.967325716,0.219910179,0.552531301,0.188347787
0.271119312,0.154261206,0.920039943,0.15349488,0.466574325,0.922778377,0.251947817,0.268381016,0.919443232,0.908627103,0.269734972,0.533478498,0.103179898
0.892083424,0.859930289,0.177801591,0.674531279,0.289401942,0.992356282,0.536370404,0.891011216,0.993860606,0.952870356,0.270902006,0.362547632,0.166333111
0.210684998,0.167252191,0.850214448,0.212741598,0.189059358,0.756437351,0.42978438,0.235807261,0.87281341,0.815988726,0.107107996,0.618399565,0.131198577
0.604798455,0.440036013,0.722790786,0.175799743,0.423803452,0.906070279,0.374668968,0.614594224,0.897292342,0.828542124,0.246911734,0.569951007,0.292194797
0.479604186,0.421364395,0.627156641,0.080994465,0.556708119,0.886152698,0.173865647,0.461275643,0.946436012,0.913251988,0.275412837,0.584104518,0.127640649
0.306845067,0.185346179,0.907498667,0.021045649,0.770612275,0.861603438,0.502178577,0.298589058,0.916243391,0.852928966,0.226872021,0.70876429,0.472092506
0.821867679,0.796128126,0.245996478,0.029808902,0.387434651,0.668049483,0.595369112,0.827259105,0.920972519,0.786628046,0.385184727,0.579477409,0.255058928
0.354504481,0.232715812,0.862218906,0.062278804,0.459984762,0.944735031,0.382551098,0.358822044,0.94169119,0.894946366,0.394095093,0.605606968,0.271291972
0.450780298,0.382187929,0.708553516,0.036866668,0.571061989,0.846041088,0.390706333,0.463561092,0.912682244,0.874143701,0.269660315,0.473598258,0.34133867
0.205902815,0.108661597,0.942608435,0.141905185,0.575236603,0.807760598,0.311964295,0.207707246,0.920111545,0.707248951,0.164843961,0.578933043,0.373804759
0.770153726,0.704274175,0.382494564,0.000977459,0.355747254,0.834356459,0.373573929,0.768380928,0.949245607,0.881763453,0.595031694,0.601252041,0.244829887
0.631602443,0.530950946,0.578361982,0.991521719,0.650147632,0.992538069,0.151181927,0.616060421,0.989704865,0.939330188,0.188355229,0.492378879,0.253279964
0.969399679,0.96046576,0.064916143,0.014245074,0.592094349,0.81081101,0.207320756,0.971794695,0.910214265,0.801722186,0.537843191,0.456450735,0.280631532
0.535783168,0.374140795,0.731215376,0.514256566,0.279267796,0.99579406,0.07265507,0.522536004,0.987376853,0.958260734,0.272418564,0.470876429,0.202134757
0.775796186,0.728626594,0.370986922,0,0.657694012,0.746555228,0.43066727,0.790495372,0.925177143,0.828194985,0.315079376,0.624659771,0.121414276
0.537773596,0.455666776,0.712284512,0.027843787,0.17195606,0.45851084,0.80167492,0.566436128,0.526948921,0.686211288,0.151744328,0.63200871,0.256170781
0.386342103,0.295184161,0.857406626,0.574505299,0.345612246,0.926268667,0.232321592,0.43102498,0.963389567,0.903906948,0.709527436,0.577027763,0.240604848
0.294054509,0.192595492,0.938033265,0.472207856,0.327787975,0.967100839,0.18811611,0.329069648,0.984561573,0.933409885,0.712901606,0.632553076,0.391594396
0.391904123,0.326284253,0.728785982,0.074187258,0.169206703,0.373175809,0.731474565,0.38067628,0.605292539,0.536692319,0.025004616,0.639902014,0.237269291
0.283218456,0.186442959,0.921780951,0.709228403,0.121573264,0.976585669,0.342953919,0.283653696,0.981408365,0.948611961,0.760030893,0.637996734,0.512341561
0.619888305,0.503502082,0.599301823,0.596459913,0.327106858,0.797196443,0.45885494,0.600318566,0.911860957,0.772196149,0.270419421,0.637724551,0.098954859
0.471747787,0.340925523,0.771873899,0.089037514,0.535230772,0.915699971,0.333972464,0.476537388,0.952248257,0.905971806,0.671481934,0.591997823,0.363353347
0.662644262,0.596966126,0.482876063,0.248463146,0.341904781,0.979840319,0.027583323,0.650557211,0.996993876,0.965876263,0.248981058,0.239793141,0.18501223
0.590898624,0.491219141,0.605192354,0.374558782,0.857108101,0.88238144,0.341776069,0.600540221,0.899069902,0.787248957,0.080766715,0.502449646,0.356459862
0.763762438,0.702294523,0.414345798,0.030859727,0.648874685,0.657731433,0.48287136,0.767376545,0.927971905,0.824455196,0.218988191,0.696243876,0.432510563
0.602936363,0.522217838,0.543078359,0.109980059,0.399713444,0.815696857,0.376264006,0.577439759,0.947919793,0.907696842,0.23841095,0.552803484,0.103179898
0.173227329,0.12270289,0.937634213,0.08786827,0.633713147,0.776337192,0.375983162,0.185905795,0.900266775,0.737793828,0.181753104,0.53837779,0.290415833
0.240132449,0.185609006,0.875793726,0.067228951,0.160365757,0.95423712,0.267100828,0.288472744,0.948291058,0.914636771,0.244832768,0.559063691,0.187013565
0.613735266,0.579996213,0.465309706,0.092059419,0.448749549,0.926695988,0.124354352,0.601244649,0.976466352,0.92776073,0.265761273,0.531301034,0.116299755
0.546218864,0.398583046,0.738297746,0.323478731,0.547269048,0.98097616,0.138452997,0.534602903,0.94916673,0.909683647,0.510227643,0.447468699,0.126528797
0.293029361,0.174706852,0.886179203,0.089633669,0.817846267,0.956423719,0.238987394,0.286051654,0.977803874,0.924669919,0.168655399,0.617583016,0.413831443
0.383355081,0.245127609,0.858439116,0.469280015,0.271192611,0.955465373,0.190549182,0.385561642,0.971624231,0.919377455,0.493821885,0.57866086,0.065376918
0.446889401,0.293878364,0.865260726,0.364206595,0.318985843,0.978197773,0.131215469,0.45511279,0.98633157,0.950112002,0.775006527,0.623843223,0.226150767
0.279307603,0.234946285,0.788311541,0.154124307,0.216871581,0.767299088,0.415171831,0.287435555,0.877365257,0.784007665,0.029972068,0.630647795,0.262397154
0.368743879,0.294737221,0.781029865,0.018445386,0.4093031,0.818424971,0.59863405,0.37326622,0.884351506,0.64769588,0.377057779,0.586554164,0.200800534
0.412358578,0.358808104,0.793490961,0.011630817,0.240358283,0.277080112,0.930069092,0.458568898,0.646650409,0.182905767,0.509707867,0.692433315,0.29864354
0.101450988,0.084384336,0.946760815,1,0.247582665,0.895952402,0.338152496,0.139674729,0.950592509,0.853367242,0.812270747,0.577027763,0.233044252
0.497244166,0.359254932,0.741525596,0.335987217,0.381245467,0.906881171,0.229179928,0.498385034,0.94719299,0.850114031,0.257055044,0.562602069,0.198132088
0.916789834,0.889861668,0.159310914,0.028693567,0.434458849,0.772526495,0.285769298,0.915979965,0.911929336,0.830386979,0.243302298,0.578388677,0.201467645
0.874910119,0.841956986,0.180198017,0.103704672,0.278861874,0.703733973,0.358461487,0.873739093,0.882511561,0.593947937,0.271620752,0.653783342,0.226595508
0.435829836,0.33534256,0.76473623,0.011613256,0.505542259,0.795503049,0.517739679,0.438679547,0.913764117,0.707963967,0.279037838,0.706859009,0.361796753
0.881535051,0.84527112,0.244141705,0.063771297,0.784144949,0.716497463,0.416552837,0.888441795,0.919494669,0.856212409,0.095966044,0.601524224,0.422059151
0.891228059,0.870185548,0.147834813,0.096728379,0.257796706,0.767914892,0.318190639,0.889546211,0.890857127,0.585367693,0.271656566,0.514425694,0.338892595
0.526560519,0.37702878,0.739619041,0.479082956,0.373935792,0.886251048,0.329145737,0.512407423,0.957460061,0.907509028,0.271605256,0.584376701,0.170113409
0.301042035,0.175782786,0.932931828,0.080350501,0.57747579,0.92184727,0.346226595,0.295101056,0.950515527,0.867482747,0.215686612,0.55715841,0.162108072
0.6311284,0.570020569,0.559404348,0.172270822,0.542496488,0.927486369,0.109580261,0.624074877,0.974407439,0.931489147,0.271488243,0.443658138,0.153880365
0.85960259,0.79921968,0.264363116,0.09848843,0.29906455,0.952938418,0.137352416,0.855759527,0.989992846,0.971481766,0.525012433,0.468698966,0.122081388
0.395087332,0.283189729,0.814223583,0.278394496,0.33657003,0.970313025,0.210652925,0.400398024,0.983192574,0.932872529,0.171296015,0.671203048,0.126973538
0.810600566,0.75643023,0.346723972,0.014141339,0.616441926,0.945697005,0.360371036,0.807084238,0.913896385,0.909569849,0.169383788,0.4681546,0.136980209
0.571610241,0.454881852,0.650715204,0.013647812,0.573863723,0.785935825,0.418975977,0.587137019,0.921482221,0.903327922,0.275055048,0.398203593,0.293306649
0.88749313,0.863679466,0.158389155,0.071794308,0.4873348,0.722105352,0.329260229,0.886180392,0.91458748,0.621698329,0.271277426,0.582471421,0.230375806
0.474586518,0.338687712,0.784341324,0.012126862,0.616951809,0.821567591,0.428581645,0.500342978,0.925664851,0.899054562,0.258307547,0.439847578,0.215032244
0.819584967,0.770484364,0.283130037,0.097850031,0.29909081,0.946958877,0.090708111,0.815049484,0.985894745,0.964210505,0.497328357,0.236526946,0.178341116
0.356273545,0.252924257,0.839757759,0.010560592,0.443892668,0.573032016,0.555093872,0.36802251,0.865372136,0.500294589,0.282600097,0.630647795,0.23237714
0.25130285,0.269578199,0.724601688,0.128449691,0.259945817,0.909102336,0.364503599,0.304128728,0.981740699,0.954884605,0.114673431,0.451823625,0.111629976
0.963723753,0.952240963,0.069882645,0.021946961,0.564698119,0.782333546,0.213815187,0.966815996,0.879849068,0.853367206,0.398132636,0.46624932,0.212586169
0.581565754,0.523104157,0.67825449,0.031175667,0.29085612,0.961317189,0.26362029,0.640695848,0.946578448,0.888291396,0.021293663,0.608056614,0.214587503
0.529794387,0.44566456,0.712384913,0.037944374,0.283196931,0.948138569,0.238922359,0.584613444,0.964479249,0.869957129,0.02707394,0.608056614,0.214587503
0.411701857,0.300922107,0.822685009,0.079620716,0.652489701,0.857543318,0.330781239,0.424890308,0.900545864,0.768699216,0.386896744,0.47849755,0.183455637
0.564767937,0.522677007,0.607808526,0.019512382,0.419103989,0.792035521,0.437380542,0.629312699,0.83674394,0.779143275,0.043053726,0.482852477,0.239715366
0.61145501,0.47332333,0.669195408,0.503987646,0.521136844,0.96670663,0.197021761,0.610117611,0.965177716,0.913693467,0.215945364,0.596624932,0.265732711
0.724685839,0.62232049,0.478865668,0.001596396,0.321422306,0.715724059,0.804942786,0.711825563,0.960130077,0.844668297,0.243234459,0.568862275,0.243273293
0.908816766,0.897322666,0.126016709,0.065552274,0.249900704,0.750950589,0.312009151,0.91823436,0.885027415,0.475697681,0.271597474,0.585465433,0.200578163
0.292244304,0.213392185,0.894229796,0.165646423,0.529559457,0.876667172,0.237534975,0.340110151,0.922351,0.905444976,0.48520271,0.484213391,0.124305092
0.567743599,0.484190073,0.554794539,0.549915978,0.274613875,0.924946177,0.272830101,0.538935321,0.96756357,0.906052982,0.271655257,0.660315732,0.15654881
0.326266698,0.231372714,0.867620666,0.175674044,0.263953442,0.968813931,0.272587526,0.341269594,0.968377107,0.927386238,0.1604571,0.799673381,0.305092284
0.675465523,0.633337436,0.512612908,0.001586862,0.617019726,0.121706954,0.761956767,0.71515472,0.407317986,0.266035634,0.28675245,0.490745781,0.301756727
0.254836372,0.134387188,0.961175237,0.274924044,0.18674157,0.961465659,0.261373332,0.257290882,0.969691771,0.816380899,0,0.611322809,0.204580832
0.759492062,0.687712734,0.378526149,0.156860761,0.325403313,0.751952311,0.33597256,0.756288865,0.927391511,0.787230861,0.266109902,0.627653783,0.173004225
0.955454101,0.945877634,0.084422831,0.02311389,0.508063403,0.76404215,0.261195583,0.958284102,0.892128846,0.834388886,0.270437878,0.519052803,0.152323771
0.227129125,0.163731875,0.917417045,0.144838032,0.17191095,0.99312076,0.319961543,0.272402894,0.985834156,0.943657942,0.640489737,0.472509526,0.242161441
0.613991938,0.543253566,0.603901125,0.002613795,0.531627842,0.657539657,0.43439122,0.635421785,0.890031207,0.648680572,0.306690302,0.660860098,0.399377363
0.911583653,0.893471538,0.14018969,0.045651558,0.626234971,0.781417031,0.265392763,0.908045282,0.925340535,0.905704774,0.271511591,0.599074578,0.206137425
0.291442975,0.194679542,0.897108795,0.146273416,0.475550997,0.951005909,0.236548885,0.315191103,0.945155053,0.901473431,0.299018459,0.611050626,0.281521014
0.353386919,0.236337078,0.864722238,0.09893024,0.194003294,0.958371307,0.24747293,0.378124945,0.958348541,0.893660206,0.655832458,0.620032662,0.21325328
0.589652113,0.414920351,0.73287849,0.314037987,0.584129025,0.950977892,0.211680942,0.574694389,0.974187624,0.916383309,0.295012045,0.516058792,0.205470314
0.827153686,0.759240612,0.327533514,0.733764231,0.344140728,0.98207608,0.323694485,0.81546307,0.977743057,0.915212126,0.272123999,0.473870441,0.292194797
0.698123785,0.588994149,0.551081038,0.32412402,0.598425698,0.914868634,0.395757755,0.694500375,0.934239275,0.822078212,0.232075221,0.545726728,0.271291972
0.867801934,0.83302509,0.243409076,0.026972549,0.553157569,0.618737247,0.497557518,0.872166975,0.879789903,0.683986961,0.228475634,0.540827436,0.265955081
0.876641112,0.856916671,0.169930106,0.067724937,0.2870598,0.756636585,0.293506405,0.874778316,0.891737816,0.507437928,0.272394046,0.575394665,0.147876362
0.429576094,0.3498642,0.708707018,0.471802848,0.245623963,0.919571727,0.268328133,0.405592595,0.966975981,0.867430901,0.271648921,0.666303756,0.159884367
0.305713075,0.259199642,0.81568194,0.051108688,0.266229898,0.542619185,0.623487982,0.340055754,0.672275558,0.32808994,0.538485559,0.604246053,0.493662442
0.566492482,0.487179564,0.620463785,0.186894368,0.493730903,0.953964646,0.040213341,0.532184686,0.983741124,0.92045067,0.267321014,0.553620033,0.119857683
0.323009496,0.206633893,0.871992749,0.098809867,0.464512487,0.951036782,0.383682314,0.306178012,0.963442764,0.915887761,0.247583235,0.738976592,0.256170781
0.285661741,0.186046773,0.895593028,0.13995561,0.221659251,0.892804236,0.37089755,0.288495456,0.936581877,0.843490265,0.196562275,0.606151334,0.345118968
0.756111437,0.654889256,0.459923596,0.596472253,0.250034345,0.954098467,0.417033283,0.754438733,0.989207122,0.87573557,0.221993139,0.507621121,0.080275739
0.415868766,0.335386253,0.741270199,0.19760408,0.626482252,0.960662779,0.052997896,0.399123128,0.97882805,0.939634293,0.239396782,0.578116494,0.147876362
0.364271788,0.248942827,0.844771104,0.101069492,0.768411077,0.915115459,0.359236369,0.380116116,0.949248816,0.913286803,0.15439858,0.537561241,0.107404937
0.500213995,0.416822512,0.761255356,0.052496913,0.608945045,0.88681474,0.294126959,0.547024433,0.90637759,0.826256494,0.442026392,0.574850299,0.289526351
0.275233721,0.218449216,0.856914206,0.079572404,0.124177902,0.833859836,0.343596953,0.304438706,0.931371396,0.805134819,0.378340724,0.577844311,0.21814543
0.590637041,0.467834647,0.646282591,0.165787751,0.52106274,0.927046319,0.243660733,0.588581135,0.959154591,0.904298772,0.272269043,0.592542188,0.221480987
0.256506882,0.203886716,0.864468687,0.09248317,0.281226679,0.951284944,0.336541462,0.29705164,0.950741493,0.903241327,0.523509649,0.482308111,0.356682233
0.570336404,0.440546213,0.689277625,0.19490012,0.562718948,0.940637482,0.282681273,0.586781055,0.92042023,0.882832589,0.155812933,0.563146434,0.247943073
0.839714285,0.80587463,0.268159302,0.108668104,0.64183963,0.69113594,0.406456895,0.842013961,0.881750214,0.829216132,0.253528805,0.618671747,0.277073605
0.837739516,0.811028887,0.228244771,0.089650418,0.197874224,0.663887917,0.362990849,0.839389652,0.857556467,0.585987306,0.271656566,0.480675014,0.205470314
0.898177207,0.854680751,0.199641587,0.095401479,0.301942331,0.909696326,0.181586861,0.891703587,0.973977509,0.927817707,0.223255698,0.433859554,0.102512786
0.161141694,0.12395899,0.931401116,0.058052622,0.312836806,0.903452445,0.32207404,0.222743692,0.94243129,0.898634321,0.289984744,0.811105063,0.255058928
0.328559235,0.180160959,0.925180854,0.239155887,0.240537104,0.986320485,0.198895237,0.322496854,0.989323864,0.932031411,0.052896754,0.575666848,0.16099622
0.735357942,0.678897576,0.38807853,0.1202704,0.314239976,0.929627064,0.067412307,0.71458243,0.978917978,0.93089834,0.279111669,0.354382145,0.165443629
0.601275679,0.469200146,0.65544959,0.365630731,1,0.758781874,0.427778219,0.59607903,0.819856076,0.555878519,0.168995282,0.528579205,0.203468979
0.433797039,0.368716707,0.720025376,0.222281426,0.603134156,0.96649587,0.050595773,0.408755897,0.977758455,0.948770631,0.214598368,0.825258574,0.031798977
0.404112874,0.2926276,0.792866315,0.446364482,0.382163071,0.982067145,0.199936637,0.395351994,0.994139438,0.950464379,0.249170318,0.578116494,0.159661997
0.985271515,0.982433946,0.03094064,0.01675408,0.389628151,0.631604678,0.254713489,0.987951364,0.896949558,0.754742363,0.271656566,0.443113772,0.224371803
0.442413627,0.33967765,0.829776434,0.075386901,0.50113195,0.930788267,0.313945885,0.488472009,0.922265646,0.870862302,0.538945623,0.579749592,0.186346453
0.316333598,0.223199337,0.86150819,0.131705051,0.614295765,0.802613851,0.34445569,0.312734962,0.915721278,0.674227735,0.137994475,0.589003811,0.293306649
0.269916705,0.215929456,0.866308074,0.06906425,0.09883869,0.78033918,0.452005847,0.330126464,0.796059387,0.831254568,0.320951321,0.665215024,0.140760507
0.761654114,0.708142759,0.412214572,0.110883375,0.373334249,0.502632304,0.503055403,0.76495882,0.815662651,0.511580044,0.266656331,0.454273272,0.165221259
0.604570337,0.484724177,0.598493607,0.562508137,0.351230033,0.910572504,0.353141873,0.58352424,0.975006158,0.880773427,0.269695578,0.57675558,0.230820547
0.669652665,0.531218999,0.583900539,0.066567967,0.36177017,0.88185497,0.426774355,0.665824633,0.987912766,0.9539266,0.128599252,0.644801306,0.218590171
0.569927758,0.444954459,0.681378248,0.020021263,0.527309337,0.865911892,0.496053132,0.564895275,0.936063882,0.905950875,0.360123016,0.434676102,0.168334445
0.939355682,0.914788993,0.140754674,0.004083383,0.406763179,0.600917602,0.501098281,0.939595902,0.92647427,0.645506879,0.296681706,0.561241154,0.192350456
0.570053023,0.465015482,0.628264387,0.412018553,0.264514121,0.957248453,0.226869294,0.555208249,0.969396034,0.942869782,0.271681979,0.585465433,0.09962197
0.699465167,0.652512028,0.439650117,0.022602602,0.567833685,0.872539972,0.264696718,0.703490123,0.957207371,0.85533218,0.246065713,0.594175286,0.471203024
0.521346048,0.464063678,0.641595855,0.007984251,0.652413005,0.2709991,0.728078093,0.551141437,0.763659354,0.335611478,0.403961881,0.61513337,0.539248388
0.969533234,0.963512286,0.053759579,0.03186292,0.483831663,0.778840735,0.296182471,0.971299233,0.881295092,0.713657232,0.261270001,0.543549265,0.176339782
0.53357629,0.388711911,0.737845943,0.347956061,0.480454357,0.929497623,0.233878361,0.524559141,0.945320688,0.858329678,0.416494631,0.594991835,0.302201468
0.408349785,0.309385162,0.857320028,0.048872561,0.076080155,0.976855187,0.272123287,0.454662683,0.953381542,0.92759467,0.338686513,0.452367991,0.264620858
0.786117055,0.740575887,0.315879491,0.295385896,0.281030626,0.894032817,0.414281203,0.778070407,0.947465709,0.899048206,0.272375932,0.588187262,0.180787191
0.294447498,0.18572541,0.901780496,0.082652879,0.706159509,0.916129975,0.347294449,0.306477336,0.945339184,0.892649429,0.231568738,0.540827436,0.266177452
0.704866614,0.646307463,0.417607628,0.145250913,0.432189013,0.884621768,0.24617076,0.69849772,0.940778709,0.934935098,0.274930321,0.571311922,0.215476985
0.287129309,0.192646801,0.87075805,0.018242134,0.636859504,0.673403862,0.622099657,0.293948903,0.806266655,0.618509784,0.293836058,0.525040827,0.38848121
0.521946584,0.441095549,0.73039872,0.050613426,0.264156906,0.954620923,0.277115633,0.568195621,0.955099585,0.919850582,0.037270281,0.575394665,0.288192128
